,adview,views,likes,dislikes,comment,published,duration,category
4752,1,811034,1279,198,382,874,148,4
4753,5,466841,1327,207,138,870,1197,6
4754,2,43373,67,2,16,1552,667,4
4755,25,530455,729,75,23,10,345,3
4756,1,840911,6669,190,463,1318,181,6
4757,1,323,1,0,0,2013,43,3
4758,13,17947,18,8,1,434,249,1
4759,26,8361768,13346,2804,681,1255,618,3
4760,2,406997,829,425,33,984,265,6
4761,55,13104,39,4,2,308,106,3
4762,2,173439,313,23,38,518,582,2
4763,1,272343,1004,113,1232,1924,475,3
4764,3,711783,4886,675,378,270,168,3
4765,2,205899,313,87,21,2292,260,5
4766,1,88137,300,26,31,2115,555,3
4767,3,92357,424,34,23,2288,2864,2
4768,1,118710,180,23,33,1788,5134,3
4769,3,104,0,0,0,482,117,3
4770,3,18875,635,16,75,2056,730,3
4771,1,55219,115,3,16,281,2656,6
4772,10,1185819,1617,224,907,2240,170,3
4773,1,11603,173,5,52,1353,881,7
4774,1,168556,1143,37,441,137,36018,6
4775,6,269688,813,83,135,1871,314,6
4776,50,172152,571,45,17,1863,226,5
4777,7,397245,240,117,29,1948,2638,3
4778,1,148561,4436,24,386,2032,340,2
4779,1,100749,395,13,21,1861,223,3
4780,1,3165,43,0,32,2258,357,3
4781,1,16844,1282,22,117,1574,1652,0
4782,1,3348,387,9,29,1168,226,1
4783,1,276753,1061,73,94,703,220,3
4784,4,5176,41,7,4,1130,169,3
4785,3,153413,314,40,17,48,2179,3
4786,46,490045,334,31,151,2269,278,6
4787,2,86564,96,19,2,845,7490,3
4788,5,197065,86,57,14,25,7833,4
4789,1,508064,239,120,19,1247,71,7
4790,9,8439311,26290,1740,866,200,238,6
4791,1,54567,92,12,11,852,5588,3
4792,5,79545,462,22,26,1752,358,6
4793,12,1285198,966,420,139,601,603,3
4794,3,375564,1030,78,29,1883,279,6
4795,9157,180991,2069,59,178,1882,194,6
4796,1,5892,16,3,0,1239,655,3
4797,10,2522265,2478,975,215,1951,283,7
4798,12,1087911,2008,231,126,816,476,3
4799,6,3622899,0,0,304,214,3251,6
4800,2161,2554,9,0,1,4,618,7
4801,1,9030,7,8,0,407,153,3
4802,6,4706,59,0,5,2293,1179,3
4803,15,3098494,1050,731,91,595,304,3
4804,1,270994,287,42,23,2240,8266,3
4805,1,250630,1439,39,78,1156,211,6
4806,1,110964,160,24,14,1253,82,3
4807,1,33722,22,8,0,2049,3615,2
4808,48,5089457,20375,1219,1237,1314,67,3
4809,1,80968,65,30,3,1653,7100,3
4810,6,709511,9690,312,7385,852,374,3
4811,57,453586,2140,95,201,1016,1329,3
4812,6,2945513,10683,890,345,1599,204,3
4813,8,1196329,9716,871,1219,2314,257,3
4814,2,131931,59,56,37,1028,764,3
4815,2,764019,4689,229,942,2083,555,3
4816,1,9651,12,1,0,1184,104,1
4817,3,658576,2281,63,67,2122,255,6
4818,15,1168338,11243,352,1057,1713,267,1
4819,1,292971,1557,82,391,1356,5349,6
4820,5881,27092,382,5,28,149,481,3
4821,1,76046,635,239,588,1126,372,3
4822,9,3499895,17154,1432,1706,2036,3043,3
4823,5,626203,1482,95,128,608,186,4
4824,1,153372,436,34,45,1328,127,6
4825,1,1987036,957,379,143,2017,111,4
4826,58,1430,40,3,3,263,75,1
4827,10,321968,302,238,104,1759,3651,7
4828,1,223667,3279,112,694,2361,643,3
4829,1,21602,98,2,1,834,151,2
4830,2,216452,434,18,160,956,239,6
4831,1,2774,8,0,1,502,500,3
4832,2,23871,324,7,49,545,296,6
4833,2,700822,1082,278,53,1678,178,3
4834,1,28443,499,61,138,2302,330,5
4835,6,2037749,5154,539,430,1431,225,3
4836,1,13826,244,0,47,976,104,6
4837,3,523017,7053,170,776,511,158,5
4838,3,407285,947,92,92,2200,192,3
4839,4,182732,1997,28,71,2170,314,6
4840,1,447882,17368,513,1090,2026,1818,0
4841,1095,201598,734,35,130,2043,714,0
4842,1,51737,482,12,21,2318,243,3
4843,23,1001085,1016,210,29,1860,495,3
4844,2,193936,355,91,45,1392,208,3
4845,12,498271,1190,82,158,926,236,5
4846,2,22878,196,26,72,1320,467,3
4847,2,71769,951,14,172,223,1091,4
4848,2,232437,1775,83,538,67,36165,6
4849,1,29386,94,6,9,291,266,1
4850,25,457020,948,160,68,1055,1505,3
4851,1,17029,103,0,1,990,117,3
4852,4,372707,569,21,51,1413,575,3
4853,2,275243,6341,2429,2942,122,528,3
4854,2,72798,86,26,7,2065,8063,4
4855,2,2833,33,6,3,275,4276,6
4856,2,4812,23,4,0,2032,136,3
4857,4,82083,362,19,52,1146,5,4
4858,3,1628484,10116,989,2977,587,379,3
4859,5,399147,11590,488,1915,51,643,3
4860,2,59236,449,18,32,1278,377,3
4861,2,172507,413,80,96,141,129,3
4862,10,2947869,1701,866,0,2089,3603,2
4863,47,26409622,0,0,2723,1774,265,3
4864,1,354990,839,33,70,2190,279,6
4865,1,25472,144,5,9,1439,243,6
4866,2,3357,5,1,0,232,127,3
4867,4,984832,281,232,5,1490,680,3
4868,125,944956,29002,194,577,1425,316,1
4869,1,30841,46,6,13,1149,473,3
4870,1,46902,106,6,144,1434,241,3
4871,1,32378,24,0,1,549,261,3
4872,19,203799,845,40,131,24,851,3
4873,22,185623,291,30,4,1592,57,3
4874,1,27714,42,5,2,1809,2705,3
4875,1,639502,1287,109,56,2041,410,3
4876,1,43114,191,16,18,1774,1215,3
4877,726,1202,20,2,2,1973,285,6
4878,1,36951,372,26,166,784,720,3
4879,1,676481,4030,421,969,529,144,6
4880,1,40862,194,27,6,39,2632,5
4881,6,418337,426,95,27,1831,374,3
4882,2,53415,124,9,13,939,3491,3
4883,1,530140,1155,140,1308,1588,239,3
4884,1,176717,1698,32,121,1665,183,5
4885,1,7378,3,3,0,2324,1805,3
4886,2,186098,1435,28,60,96,273,4
4887,2,328990,721,94,159,288,2259,3
4888,4651,9241,47,7,51,1254,291,4
4889,1,958123,3175,634,1187,1223,709,3
4890,1,82225,360,8,38,2301,150,5
4891,2,659645,464,202,38,1065,115,3
4892,1,3028,1,0,0,1487,501,3
4893,2,1372239,1643,421,108,1097,237,3
4894,2,74556,282,24,23,776,242,5
4895,12,5023,126,3,10,1463,281,6
4896,1,519759,774,306,178,1060,4110,7
4897,2,135944,159,24,17,1991,8568,3
4898,2,2533445,35866,3474,4893,196,441,5
4899,1,161027,1260,607,453,1951,107,6
4900,1,2699624,6449,380,553,2099,233,4
4901,7,815008,1962,75,115,2217,201,6
4902,1,27822,136,12,43,1998,355,2
4903,4,106671,966,38,292,825,831,0
4904,4,224190,241,56,8,947,8555,4
4905,1,5315,53,1,4,586,265,6
4906,3,125521,212,8,24,2159,439,3
4907,1,111667,159,24,17,564,836,6
4908,7,712822,8818,314,1819,2102,459,3
4909,19,8776,116,8,8,979,631,5
4910,429,1446,4,0,5,191,470,3
4911,1,356995,47,57,6,2208,139,3
4912,5,630898,1625,117,80,985,365,3
4913,1,10388,432,2,77,2314,34,4
4914,1,2017966,470,359,19,1948,124,3
4915,1,326534,573,125,87,121,6993,3
4916,109,6645718,61218,4332,3232,924,141,3
4917,1,967479,5028,115,266,1989,506,6
4918,1,335303,3177,110,612,1293,357,6
4919,2,6119,114,7,50,970,252,6
4920,3,128208,489,164,72,1951,202,3
4921,2,384,2,0,0,1230,15,4
4922,1,2021,3,2,0,262,4149,4
4923,10,262925,237,125,81,1135,2406,3
4924,5,4911545,60188,4450,3298,1659,31,3
4925,526,5156,84,22,11,1561,204,1
4926,31358,108362,225,8,9,2217,253,6
4927,1,29566,16,8,0,1782,953,2
4928,1,46752,81,4,1,30,84,3
4929,1,265630,120,53,37,2379,626,3
4930,1,150252,67,29,4,653,119,3
4931,1,240931,179,43,17,1168,491,3
4932,4,449255,2177,173,128,58,266,4
4933,1,294272,6114,48,1021,990,1165,3
4934,45,5303,15,3,0,1518,60,4
4935,4,40034,392,25,90,964,485,3
4936,20,739329,10840,1320,2384,64,1031,3
4937,1,62763,97,20,4,1953,264,6
4938,26,137818,558,31,358,2235,387,4
4939,1,135,0,0,0,2169,58,3
4940,2,10923,14,3,1,764,267,3
4941,1,46485,348,5,12,254,551,3
4942,15,3288226,8666,639,801,2297,231,3
4943,1,249738,98,20,10,1612,47,3
4944,3,843981,5888,2001,4269,2066,244,3
4945,1,125293,173,25,1,550,600,6
4946,1,735,3,1,0,365,21,3
4947,24,163857,118,26,4,94,392,3
4948,10,498963,2176,81,627,2004,501,4
4949,1,17390,17,5,0,1128,6435,4
4950,1,20316,17,3,0,789,149,3
4951,28,126385,139,11,5,232,208,3
4952,1,165514,1260,38,34,1023,198,4
4953,1,130594,313,10,21,1539,265,6
4954,1,217246,4666,67,1649,2031,126,4
4955,1,352185,2403,96,650,1506,246,6
4956,2,5068666,25259,1342,710,2135,93,3
4957,2,2945783,10425,707,845,600,342,6
4958,1,389751,643,110,41,960,474,3
4959,1,29671,81,4,6,1522,1350,3
4960,1,19040,123,3,19,1567,487,1
4961,3,627830,1474,123,156,744,2191,3
4962,1,193978,503,341,11,892,3355,4
4963,1,45915,88,13,16,1583,163,0
4964,3,888488,4335,485,3687,354,1152,3
4965,1,30406,325,13,20,1159,225,6
4966,2,59092,242,9,2,1279,81,2
4967,6,454555,2325,73,89,1648,256,4
4968,10,68959,461,24,54,51,383,5
4969,1,796460,5292,91,452,2094,413,6
4970,2,87010,183,27,0,1257,2293,3
4971,2,851053,8883,671,3678,667,88,3
4972,8,454443,293,181,137,1415,2455,3
4973,1,311,1,0,0,392,262,2
4974,1,198292,140,33,36,2376,5443,4
4975,19,2902396,1023,857,90,1280,670,3
4976,1,67246,333,14,17,1788,290,3
4977,1,17523,33,11,1,810,8061,4
4978,3,7170,151,0,8,2078,1843,6
4979,2,397903,2106,227,2296,696,334,3
4980,1,174287,862,33,49,1600,839,3
4981,1,9046,20,4,0,1365,169,6
4982,1,46274,53,21,4,190,1009,4
4983,2,52604,75,20,13,75,8160,4
4984,1,330114,1010,87,264,1932,218,3
4985,1,10094,120,15,37,661,1288,4
4986,1,53885,140,32,18,1996,611,0
4987,5,1290577,3843,432,2807,447,259,5
4988,1,1479203,21166,848,2901,1770,233,6
4989,1,64177,63,12,1,2201,8876,3
4990,11,34776,211,16,11,465,245,6
4991,11,1488792,1778,379,167,2201,8878,3
4992,3,28378,21,9,5,1072,7224,3
4993,9,127443,61,10,0,1513,143,3
4994,3,702756,1547,85,217,1862,211,3
4995,1,379606,1212,40,103,1431,900,3
4996,1,37087,33,4,3,1677,250,3
4997,1907,56821,395,33,105,812,283,1
4998,8,247905,1024,43,40,170,414,3
4999,3,1818,24,0,0,2030,301,3
5000,1,614116,883,101,67,432,81,3
5001,1,197,1,1,0,1057,57,3
5002,1,604893,166,121,2,628,67,3
5003,5,1352801,4586,143,201,1405,583,4
5004,1,4447,4,2,0,620,9285,3
5005,6,1071923,2262,287,588,2378,458,3
5006,1,736428,2231,95,247,1945,248,3
5007,1681,2777,14,0,1,1531,715,6
5008,6030,7957,19,3,0,96,78,0
5009,19171,79227,378,14,6,431,160,3
5010,6,35316,129,9,5,463,309,6
5011,7,2741483,6539,902,505,978,144,3
5012,2,980600,1533,446,191,416,644,3
5013,3,517921,1234,179,106,1555,102,3
5014,1,133556,128,2,19,95,71,3
5015,3,365252,6185,75,130,1450,335,6
5016,1,782344,754,93,21,595,603,3
5017,1,328020,225,23,25,1474,21,3
5018,17,127439,475,22,69,47,294,2
5019,1,160636,2275,133,164,499,268,3
5020,1,178445,222,96,54,63,177,3
5021,2,6036,24,0,4,1975,601,6
5022,8,719512,1076,109,61,1084,645,3
5023,11,894050,800,177,110,1483,313,3
5024,3,112933,314,39,39,1104,1746,6
5025,2,706365,12362,325,11392,2176,614,4
5026,1,402615,612,104,88,593,1114,6
5027,2,481788,6249,313,518,1138,493,1
5028,150,790,22,4,25,773,548,5
5029,2,315141,2273,44,124,1903,853,3
5030,1,281,0,0,2,1312,31,3
5031,4,108633,427,68,16,269,2304,5
5032,2,60588,59,11,5,2087,244,3
5033,262,7043,53,50,2,940,152,6
5034,1,1036321,3985,317,711,1333,1946,3
5035,2,594563,3130,148,414,990,270,1
5036,1,52427,106,19,2,2346,2561,6
5037,2,559854,1963,279,218,1693,339,3
5038,5,2211627,2759,672,783,555,311,3
5039,15,415046,447,108,46,2106,275,6
5040,1,264676,708,59,50,1722,302,3
5041,14,1083825,4516,252,338,2324,315,7
5042,2,2302526,16202,568,570,1392,83,4
5043,1,46746,127,13,26,928,2161,2
5044,8,745030,5702,463,398,1327,460,5
5045,2,151887,522,65,447,923,366,3
5046,1,738,20,1,2,154,301,6
5047,3,10958,49,118,23,2043,334,6
5048,5,81900,517,48,95,44,933,5
5049,4,554075,11445,940,1681,2180,177,4
5050,3,371153,267,108,51,924,608,3
5051,1,39488,106,6,45,1217,329,3
5052,1,121409,397,33,294,1105,2829,2
5053,1,8714,21,3,2,413,333,2
5054,1,380435,5243,529,3768,1932,519,7
5055,1,64224,1857,60,202,2076,297,3
5056,2,51146,536,49,36,906,296,5
5057,2,276379,699,55,158,2376,5317,4
5058,1,4714,39,1,7,1968,211,6
5059,1,2013,53,0,24,2174,218,3
5060,8,665458,650,151,32,1645,1397,3
5061,6,3795499,5295,1103,430,2013,249,6
5062,1,11739,39,2,0,1253,274,3
5063,1,3271,12,0,0,864,163,3
5064,4,250728,405,28,15,584,349,6
5065,1,45694,376,10,17,2101,39,3
5066,1,22661,264,10,66,1517,161,4
5067,2,10547,86,4,6,1728,176,3
5068,1,152433,383,14,19,282,75,6
5069,439065,1554859,15598,422,2086,1776,291,1
5070,1,16206,133,8,120,2023,242,3
5071,1,1170400,19369,210,2174,1912,492,1
5072,6,80193,498,19,67,437,892,3
5073,1,23474,65,15,9,354,5104,3
5074,1,4074,20,5,0,294,181,6
5075,11,1240115,15296,745,4247,1333,477,1
5076,1,638,9,0,2,1932,76,6
5077,21,477571,4104,370,544,436,742,1
5078,4,328908,1505,208,531,1717,502,5
5079,13,58250,165,8,5,2293,700,3
5080,14,10263984,48017,3013,3232,1592,238,3
5081,1,36806,7,9,0,2367,63,3
5082,68,3421626,7830,1851,681,928,3951,6
5083,6,7065,6,2,0,738,78,2
5084,3,359726,260,132,72,508,2695,3
5085,1,12284,3,3,0,1407,710,3
5086,4,462135,6372,166,3434,135,392,3
5087,1,18605,113,12,18,1766,181,4
5088,2,261673,72,67,16,2218,374,3
5089,13,38375,43,5,2,1226,94,4
5090,16,204964,763,11,126,1885,187,6
5091,1,29058,38,7,5,983,4800,3
5092,18,351756,487,59,56,1571,239,3
5093,249,12330,37,30,8,1118,115,5
5094,3,210443,122,38,33,1078,218,3
5095,9,145330,292,22,76,437,282,4
5096,69,138421,106,39,10,1439,365,3
5097,5,187596,217,47,20,1619,732,3
5098,4,406046,2389,150,2591,846,446,3
5099,1,55459,88,34,7,558,2974,6
5100,1998,2488,3,0,0,95,108,4
5101,2,703719,3126,55,291,1936,383,6
5102,5,44714,464,36,98,377,322,3
5103,1,99078,81,10,3,448,6445,3
5104,5,171847,719,88,54,601,205,3
5105,1,24815,222,3,29,1010,843,2
5106,1,94192,235,8,22,2173,396,3
5107,1,10646,37,9,4,2295,308,3
5108,2,1761,44,0,7,535,159,3
5109,2,169074,1433,87,226,2165,258,3
5110,1,169682,857,92,108,1556,232,4
5111,1,115414,221,28,29,2246,9473,3
5112,3,74600,55,26,10,356,8710,4
5113,2,105545,175,5,83,1974,416,3
5114,6,924665,2010,184,86,1645,1228,3
5115,442,1684,10,3,5,1675,149,3
5116,2,465145,1110,54,209,504,214,0
5117,2,510649,1035,145,49,261,667,4
5118,6,117049,276,14,10,605,303,6
5119,9,42974,56,10,0,2075,679,4
5120,65,29186,110,1,8,1774,38,3
5121,2,11473,141,5,78,1257,822,3
5122,8,1225036,7368,523,385,1173,680,5
5123,1,88508,115,14,6,516,244,6
5124,2,11648,68,21,47,897,170,5
5125,2,71942,274,29,16,2179,588,3
5126,1,1027371,1228,86,95,1145,204,3
5127,4700,459570,8936,181,1108,971,548,4
5128,1,174144,3640,108,760,634,616,3
5129,1,198111,230,34,15,1716,156,7
5130,3,27455,66,6,7,634,5112,7
5131,1,1028,50,1,9,1255,183,3
5132,2,473528,1135,253,109,2323,10027,3
5133,2,119,1,0,0,482,77,3
5134,3,358022,2435,113,3203,371,440,4
5135,1,8520686,11160,6035,0,955,1826,2
5136,1,244316,1788,41,409,1372,288,6
5137,3,44553,43,13,3,433,9737,4
5138,7,40832,63,3,2,970,130,1
5139,5,37227,490,14,29,1997,286,6
5140,1,186953,217,51,22,2026,87,3
5141,1,52880,320,15,12,482,2739,2
5142,5,99312,67,29,137,146,828,3
5143,19,1304254,2399,346,158,1641,672,4
5144,2,325215,1443,43,114,707,228,6
5145,4,181048,127,26,5,327,104,3
5146,1,578583,514,141,50,920,7986,3
5147,8,131965,788,35,34,2022,11,3
5148,1,38868,135,3,0,1306,97,3
5149,1,92387,341,15,63,138,464,3
5150,2,349450,509,106,55,1392,102,3
5151,2,560,5,0,0,255,21,3
5152,14921,60974,354,8,4,200,106,3
5153,18,816551,14613,364,1649,2073,1223,5
5154,3,5269472,36741,560,3491,25,414,1
5155,2,15626,99,11,15,1836,495,3
5156,2,322435,723,262,35,129,274,7
5157,1,52019,288,23,117,1720,250,2
5158,46,1561375,2271,627,184,1888,1709,3
5159,24,1295121,1756,1245,93,324,2215,4
5160,1,867239,13465,2106,2629,2031,332,4
5161,1,23066,47,8,5,1871,141,0
5162,3,164938,126,33,29,841,137,3
5163,1,23425,210,56,13,726,211,5
5164,2,161644,189,106,62,1194,304,3
5165,11,115616,37,13,3,1447,116,3
5166,2,228998,348,73,34,720,311,3
5167,1,238,8,1,0,2040,116,3
5168,7,226746,644,26,1,1221,412,3
5169,24,155182,972,93,98,912,856,4
5170,1,465364,827,129,177,104,384,7
5171,1,103596,967,53,1062,1137,207,4
5172,3,127536,238,26,51,1295,390,3
5173,3,127534,83,31,21,2314,118,3
5174,9,1587579,11831,382,1769,1874,1097,1
5175,23,487423,462,56,26,1499,290,3
5176,2154,4483,23,0,2,1451,3322,6
5177,20,385894,1737,79,232,1870,265,3
5178,6,1965,0,0,1,447,30,4
5179,24090,36171,1102,3,11,2379,80,3
5180,5,3909,80,4,21,442,348,3
5181,9,3575718,15847,557,718,1460,251,6
5182,1,24122,56,4,15,1975,2703,3
5183,3,331051,255,97,46,2010,380,3
5184,8,1578826,16113,839,3206,282,755,3
5185,1734,2612,10,0,9,1097,374,5
5186,1,634890,2752,329,1275,2313,181,5
5187,52,613548,438,72,34,1645,72,3
5188,1,639054,642,101,198,1199,373,6
5189,5548,57382,278,14,12,1542,302,0
5190,2,128451,305,1,9,1366,389,6
5191,1,21064,112,5,9,2191,172,1
5192,2,78901,293,20,98,2363,1486,3
5193,5,1920871,2798,212,207,1145,242,3
5194,36,916109,1605,171,72,118,623,3
5195,1,95254,122,18,12,1559,19,4
5196,10,2669,7,0,1,1281,598,3
5197,3420,4304,9,0,2,645,267,6
5198,2,664721,7265,334,1230,111,391,3
5199,2,198437,1703,170,295,2247,451,1
5200,6,322864,2136,74,151,592,831,3
5201,1,735784,2211,265,2332,984,322,5
5202,1,788662,1477,119,28,1949,1357,3
5203,1,31652,45,4,4,1151,603,4
5204,14,73732,118,10,7,138,200,1
5205,68,1340810,1494,242,49,507,286,3
5206,493,1117,20,0,3,58,221,6
5207,145,2765878,5906,459,335,107,231,3
5208,1,269781,794,37,37,430,1128,3
5209,1,1630,17,3,9,2335,14,3
5210,1,253128,1376,252,1563,2153,535,1
5211,1,885,5,0,5,2257,600,2
5212,111,1229189,2574,501,185,937,142,6
5213,711,1718,21,0,2,2247,300,6
5214,1,8511,53,3,10,535,229,2
5215,1,824372,307,264,13,1949,4023,3
5216,1,76182,143,8,12,1869,104,3
5217,1,874606,1661,205,224,1240,302,3
5218,32,3167965,5027,1070,338,249,4131,4
5219,11,1225133,7786,119,825,195,447,3
5220,6,1924135,4926,1228,3857,234,221,5
5221,2,307816,685,40,41,232,276,3
5222,11,746931,998,200,44,1147,2529,3
5223,1,205064,280,24,13,1223,36,3
5224,1,21322,25,3,1,2019,240,3
5225,1,14674,195,38,44,2328,396,3
5226,2,40285,109,3,12,1993,397,3
5227,10,1551208,2010,868,470,1782,223,7
5228,5,1037058,1447,437,867,45,685,0
5229,1,1194262,10023,405,4084,2056,1106,1
5230,1,198741,624,56,0,111,1052,7
5231,1,63724,156,20,6,442,41,3
5232,14,78167,64,12,4,2382,677,3
5233,4,129742,118,23,12,1993,772,3
5234,4,1023441,7680,1060,3165,2090,145,5
5235,3,490657,758,155,138,2010,856,6
5236,1,439740,1227,178,1967,1586,803,3
5237,1,165991,1270,60,65,1648,479,5
5238,4,31653,197,9,3,1951,361,3
5239,1,357665,2817,93,1191,1883,363,3
5240,1,100465,282,9,39,846,383,4
5241,1,3521,4,0,0,45,31,4
5242,3,24437,25,0,0,2081,151,3
5243,1,3764,13,6,0,1911,90,3
5244,3,465008,562,84,3,535,124,3
5245,3,419630,356,116,38,215,112,7
5246,120,616608,1615,263,656,825,1053,3
5247,3,1073131,632,138,81,1765,8734,4
5248,1,302,0,0,0,2116,241,3
5249,2,466601,509,139,67,592,728,4
5250,8,277898,542,218,112,1988,1744,7
5251,2,2003,3,0,0,1241,2882,3
5252,6,1314898,1954,852,121,454,651,3
5253,1,617394,887,311,93,1723,1200,7
5254,650,20990,131,14,35,747,300,1
5255,1,187616,77,18,3,769,53,3
5256,2,295874,2791,171,732,45,689,1
5257,1,646148,7256,180,1218,1856,563,3
5258,1,14135,65,5,9,2032,121,3
5259,4,861933,3294,1078,4316,2314,558,1
5260,6,1104171,6577,600,5610,45,602,3
5261,1,113732,1188,75,511,975,395,3
5262,2,283123,769,52,40,1418,107,1
5263,1,1958,0,3,0,2093,938,4
5264,1,24661,904,17,68,316,218,3
5265,10,1659435,3957,154,299,1003,289,6
5266,12,2304078,4220,1075,125,1048,467,5
5267,1364,5853988,31284,1482,5335,520,274,6
5268,429,21709,37,120,25,1235,174,5
5269,1,620,3,0,0,1925,182,3
5270,1,218790,323,36,13,2293,43,3
5271,3,14570,8,0,1,1153,722,4
5272,5631,10289,48,5,4,1756,21,4
5273,2,26716,101,2,6,7,612,6
5274,1,288140,2318,72,859,715,850,3
5275,1,77716,626,16,17,2004,85,6
5276,4,547916,658,118,33,1299,5243,3
5277,8,1499125,4221,1155,414,2162,199,3
5278,1,785514,1545,67,167,482,31,6
5279,1,120739,766,16,227,2165,295,6
5280,2,40413,494,14,75,1729,792,3
5281,2,10389,31,2,0,100,901,6
5282,1,221478,4171,53,215,221,805,2
5283,2,718,8,1,0,2264,208,3
5284,1,248,1,1,0,2087,169,3
5285,5,221051,224,38,107,1863,559,4
5286,176,350169,988,43,26,1621,763,3
5287,3,27293,74,1,4,714,608,1
5288,1,254451,519,65,445,1369,396,4
5289,4690,14086,269,15,55,729,229,5
5290,2,336619,10003,400,2074,608,69,3
5291,2,1124146,2077,180,41,1672,543,3
5292,2,382333,3174,247,154,116,225,4
5293,1,908184,4990,87,528,154,124,3
5294,2,146556,735,16,27,1800,200,4
5295,1,570902,1174,127,87,1997,299,3
5296,1,658651,0,0,5,1106,301,6
5297,3,3913640,619,2456,171,151,66,3
5298,1,6521,15,1,3,1492,293,6
5299,2,300527,3041,95,370,1924,601,3
5300,1,504986,2254,101,770,1641,507,3
5301,1,3261,18,2,13,1801,114,3
5302,2,64853,278,69,178,1375,306,5
5303,1,482250,2865,727,730,1059,1412,5
5304,2,799124,13305,727,5175,2348,303,1
5305,2,176310,748,55,85,1168,1230,7
5306,1,4654,15,4,1,1915,486,3
5307,3,30871,138,14,5,2191,191,1
5308,2,12663,20,4,4,1252,478,6
5309,7,558094,959,201,107,1720,1289,3
5310,2,4074,2,2,1,662,150,7
5311,1,14167,115,4,14,182,220,6
5312,1,45608,50,7,2,681,278,3
5313,1,56556,210,17,121,2099,1039,3
5314,1,887401,1438,574,163,90,680,3
5315,176421,178783,3,1,0,2224,36,3
5316,21127,31648,140,24,14,1120,231,6
5317,1,183265,398,28,32,319,393,3
5318,2,191,3,0,0,2354,112,2
5319,1707,8988471,55055,1565,1311,102,80,3
5320,16,306924,1022,28,45,1050,697,1
5321,4,159743,449,60,9,2231,854,5
5322,1,114112,403,12,4,2246,62,2
5323,2,566354,650,294,31,275,223,6
5324,5584,6052,4,0,1,1348,42,6
5325,1,78890,28,7,0,631,265,3
5326,1,32256,38,22,12,2096,113,2
5327,1,44152,145,17,18,361,479,6
5328,51,1788387,2233,382,110,573,215,3
5329,1,90974,76,19,3,1645,1226,3
5330,1,1583,73,1,54,181,195,3
5331,1,269869,1293,28,64,1375,911,3
5332,1,938690,7175,517,556,1370,220,6
5333,1,88294,160,10,5,922,617,3
5334,1,17307,53,6,20,1613,5256,6
5335,1,385372,1153,13,86,1502,607,6
5336,4,2440245,6245,1144,432,413,2648,6
5337,1,353686,499,27,17,1508,48,3
5338,8,3151682,5087,619,233,606,216,3
5339,2,57063,572,31,70,600,535,5
5340,1,3858,14,0,2,2151,484,3
5341,3,1963374,18175,537,1339,1233,455,3
5342,2,5873,43,3,3,1463,1196,3
5343,5,16218,102,0,22,1313,1307,1
5344,2,279679,567,24,20,1382,305,3
5345,4,796307,1111,135,82,2015,611,3
5346,2,8302,12,8,3,1177,163,3
5347,6,730982,1966,179,73,176,484,3
5348,4,254203,153,35,4,498,533,3
5349,5,3948337,1090,720,76,2115,63,3
5350,2,2128025,712,556,53,110,76,7
5351,16,302518,166,54,28,1952,218,3
5352,31,93303,523,72,53,566,1640,3
5353,7,1121254,3968,235,181,1649,476,3
5354,322,1237,3,1,5,867,162,3
5355,3,1561284,2617,430,0,919,300,7
5356,5,1162,21,0,10,1465,31,3
5357,1,198417,456,20,31,1214,90,3
5358,13,277458,2110,151,4962,1260,521,5
5359,5,3152,21,0,6,1795,401,5
5360,12231,100929,732,20,71,476,300,3
5361,2,1245556,6116,346,588,1936,244,3
5362,1,11154,10,3,0,1314,1815,3
5363,1,11457,74,3,37,598,2439,4
5364,1,9108,26,5,0,329,4106,4
5365,1,136868,506,10,45,1585,239,3
5366,18,477466,1069,71,41,963,80,3
5367,2,919812,5017,218,614,337,326,6
5368,4,675042,17417,351,13914,2165,740,3
5369,1,895421,3789,160,508,1733,439,3
5370,1,443048,1523,23,137,2175,220,6
5371,4,154,0,0,0,84,35,3
5372,2,168145,151,89,21,1299,4976,3
5373,1,62049,153,10,44,1137,781,4
5374,1,420,8,1,0,860,56,6
5375,3,5201,159,5,31,189,732,5
5376,2,58031,146,17,9,261,216,6
5377,1,22407,85,9,4,1228,1567,6
5378,2,123640,164,43,4,1755,169,6
5379,1,444,0,0,0,2059,162,3
5380,2,1184979,4477,624,440,971,294,2
5381,1,193014,322,55,8,1228,530,6
5382,1,199647,538,43,80,1147,1849,3
5383,2,217731,640,21,48,1004,482,3
5384,1,252,11,8,12,731,202,3
5385,1,87519,1683,16,169,448,163,3
5386,3,308239,348,86,54,940,9127,4
5387,1,1227959,12189,748,2800,2061,538,5
5388,1,285673,1073,50,263,2325,537,6
5389,1,1159634,9800,617,1791,2203,446,3
5390,5,506120,574,122,15,1022,2179,3
5391,5,282986,238,112,44,451,2442,3
5392,56,67264958,20338,14184,1527,1965,941,4
5393,3,1019287,5410,331,479,1536,2856,3
